scenario,variant,receiver,receiver_label,num_users,ebno_db,ber,bler,nmse,block_errors,num_blocks,batches,stop,receiver_elapsed_s,receiver_ms_per_batch,receiver_ms_per_frame,point_time_s,gpu_mem_gib,gpu_peak_gib,source,source_kind,source_mtime,num_blocks_rank,source_priority,bler_plot,zero_bler_hidden
U3,main_d96_b4_r2,baseline_ls_lmmse,LS + LMMSE,3,0.0,0.0004762067930242,0.0091374269005847,,100,10944,57,,5.493626054143533,96.37940445865848,0.5019760648888463,,0.3488084971904754,9.257579810917376,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,10944,2,0.0091374269005847,False
U3,main_d96_b4_r2,baseline_ls_lmmse,LS + LMMSE,3,0.5,0.0003505728939822,0.0063516260162601,,100,15744,82,,8.397192216478288,102.404783127784,0.5333582454572083,,0.3488084971904754,9.258480124175549,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,15744,2,0.0063516260162601,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,-5.0,0.0051060994466145,0.1123046875,0.0,345,3072,16,,1.5317684602923691,95.73552876827308,0.4986225456680889,,0.3488085232675075,9.25757983699441,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,3072,2,0.1123046875,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,-4.0,0.0010181826636904,0.0265625,0.0,102,3840,20,,1.9420310880523173,97.10155440261588,0.5057372625136244,,0.3488084971904754,8.703868873417377,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,3840,2,0.0265625,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,-3.0,0.0001494923056027,0.0041749338624338,0.0,101,24192,126,,13.49179729865864,107.07775633856065,0.5576966475966699,,0.3488085009157657,8.703868877142668,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,24192,2,0.0041749338624338,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,-2.0,1.983293406750572e-05,0.0006018783371472,0.0,101,167808,874,,95.18924421700648,108.9121787379937,0.5672509309270505,,0.3488085009157657,8.704984067939222,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,167808,2,0.0006018783371472,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,-1.0,9.557953359686806e-07,5.664853913414374e-05,0.0,17,300096,1563,,163.75795914209448,104.77156694951664,0.5456852445287323,,0.3488084971904754,9.257579810917376,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,300096,2,5.664853913414374e-05,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,0.0,1.405800143953935e-07,6.664534015781616e-06,0.0,2,300096,1563,,154.94413352524862,99.1325230487835,0.516315224212414,,0.3488084971904754,9.257579810917376,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,300096,2,6.664534015781616e-06,False
U3,main_d96_b4_r2,perfect_csi_lmmse,Perfect CSI + LMMSE,3,0.5,2.409943103921031e-07,9.996801023672424e-06,0.0,3,300096,1563,,146.91244245041162,93.99388512502344,0.4895514850261637,,0.3488084971904754,9.258480124175549,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,300096,2,9.996801023672424e-06,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,-5.0,0.0356844220842633,0.5732421875,,1761,3072,16,,2.8139045955613256,175.86903722258285,0.915984568867619,,0.3488085232675075,9.25757983699441,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,3072,2,0.5732421875,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,-4.0,0.0117468697684151,0.2151692708333333,,661,3072,16,,2.8181294158566743,176.13308849104214,0.9173598358908444,,0.3488084971904754,8.703868873417377,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,3072,2,0.2151692708333333,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,-3.0,0.0028460548037574,0.0618489583333333,,190,3072,16,,2.8379295158665627,177.37059474166017,0.9238051809461468,,0.3488085009157657,8.703868877142668,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,3072,2,0.0618489583333333,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,-2.0,0.0004385868930905,0.0104166666666666,,102,9792,51,,9.293919005896896,182.23370599797835,0.9491338854061372,,0.3488085009157657,8.704984067939222,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,9792,2,0.0104166666666666,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,-1.0,0.0001058545078491,0.0026986183074265,,100,37056,193,,34.343603948829696,177.9461344498948,0.926802783593202,,0.3488084971904754,9.257579810917376,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,37056,2,0.0026986183074265,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,0.0,1.2576130792616124e-05,0.0003994120654396,,100,250368,1304,,226.59540986153297,173.76948609013266,0.9050494067194408,,0.3488084971904754,9.257579810917376,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,250368,2,0.0003994120654396,False
U3,main_d96_b4_r2,upair5g_lmmse,UPAIR + LMMSE,3,0.5,7.407599806157268e-06,0.0001966037534655,,59,300096,1563,,259.0550967035815,165.74222437849104,0.8632407519713076,,0.3488084971904754,9.258480124175549,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u3/metrics/curves.csv,csv,1779015582.0,300096,2,0.0001966037534655,False
U3,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,LS + 2D-LMMSE,3,-5.0,0.0377902076357886,0.5745442708333334,,1765,3072,16,,15.7201612489298,982.5100780581124,5.117239989886002,,0.3493607006967067,8.704421076923609,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u3/metrics/curves.csv,csv,1779017323.0,3072,2,0.5745442708333334,False
U3,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,LS + 2D-LMMSE,3,-4.0,0.012958272298177,0.2265625,,696,3072,16,,15.751399433705956,984.4624646066222,5.127408669826157,,0.3493606746196747,8.704421050846577,/lustre07/scratch/rsadve1/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u3/metrics/curves.csv,csv,1779017323.0,3072,2,0.2265625,False
