variant,num_users,ebno_db,bler,receiver_ms_per_frame,num_blocks,batches
main_d96_b4_r2,3,0.0,0.0003994120654396,0.9050494067194408,250368,1304
shallow_d96_b2_r2,3,0.0,0.0006193024177566,0.69460730516813,161472,841
deep_d96_b6_r2,3,0.0,0.0004050025920165,1.0849984027537047,246912,1286
narrow_d64_b4_r2,3,0.0,0.0012828407224958,0.7624643365575355,77952,406
wide_d128_b4_r2,3,0.0,0.0002365909575602,1.016570373841147,300096,1563
wide_deep_d128_b6_r2,3,0.0,0.0002032682874813,1.2396379251790834,300096,1563
mlpwide_d96_b4_r4,3,0.0,0.0005558520099608,0.9356295568809088,179904,937
