source_kind,source,source_mtime,variant,receiver,num_users,ebno_db,bler,ber,block_errors,num_blocks,batches,receiver_elapsed_s,receiver_ms_per_frame,receiver_ms_per_batch,point_time_s,gpu_mem_gib,gpu_peak_gib,has_latency,num_blocks_rank,source_priority,receiver_label,zero_bler_hidden,bler_plot
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_2dlmmse_lmmse,2,-5.0,0.16357421875,0.0079570225306919,335,2048,16,10.132486971328037,4.947503403968767,633.2804357080022,,0.5053832745179534,6.079851847141981,True,2048,3,LS + 2D-LMMSE,False,0.16357421875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_2dlmmse_lmmse,2,-4.0,0.031875,0.0012406529017857,102,3200,25,15.36786208441481,4.802456901379628,614.7144833765924,,0.5053832484409213,6.080366569571197,True,3200,3,LS + 2D-LMMSE,False,0.031875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_2dlmmse_lmmse,2,-3.0,0.0078125,0.000389468180914,101,12928,101,60.31602356908843,4.665534001321816,597.1883521691924,,0.5053832521662116,6.080795004032552,True,12928,3,LS + 2D-LMMSE,False,0.0078125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_2dlmmse_lmmse,2,-2.0,0.0012406643081761,5.370600204262129e-05,101,81408,636,383.0527669019066,4.705345505379159,602.2842246885324,,0.5053832521662116,6.081499861553311,True,81408,3,LS + 2D-LMMSE,False,0.0012406643081761
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_2dlmmse_lmmse,2,-1.0,0.00020703125,9.492710658482145e-06,53,256000,2000,1148.2606378449127,4.48539311658169,574.1303189224564,,0.5053832484409213,6.081327965483069,True,256000,3,LS + 2D-LMMSE,False,0.00020703125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_lmmse,2,-5.0,0.90087890625,0.0627061026436942,1845,2048,16,1.4708238136954606,0.7181756902809866,91.92648835596628,,0.5053832745179534,6.079851847141981,True,2048,3,LS + LMMSE,False,0.90087890625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_lmmse,2,-4.0,0.33203125,0.0192195347377232,680,2048,16,1.3307539336383345,0.6497821941593429,83.17212085239589,,0.5053832484409213,6.080366569571197,True,2048,3,LS + LMMSE,False,0.33203125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_lmmse,2,-3.0,0.0830078125,0.0047125680106026,170,2048,16,1.3216157860588282,0.6453202080365372,82.60098662867676,,0.5053832521662116,6.080795004032552,True,2048,3,LS + LMMSE,False,0.0830078125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_lmmse,2,-2.0,0.015625,0.0006360212053571,100,6400,50,4.152536313980818,0.6488337990595028,83.05072627961636,,0.5053832521662116,6.081499861553311,True,6400,3,LS + LMMSE,False,0.015625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,baseline_ls_lmmse,2,-1.0,0.0031125498007968,0.0001299003205926,100,32128,251,20.59421257581561,0.6410051225042211,82.0486556805403,,0.5053832484409213,6.081327965483069,True,32128,3,LS + LMMSE,False,0.0031125498007968
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,perfect_csi_lmmse,2,-5.0,0.0143465909090909,0.0004858715503246,101,7040,55,4.616304374765605,0.6557250532337506,83.93280681392008,,0.5053832745179534,6.079851847141981,True,7040,3,Perfect CSI + LMMSE,False,0.0143465909090909
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,perfect_csi_lmmse,2,-4.0,0.0025201612903225,8.262528801843318e-05,100,39680,310,26.48246090207249,0.667400728378843,85.4272932324919,,0.5053832484409213,6.080366569571197,True,39680,3,Perfect CSI + LMMSE,False,0.0025201612903225
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,perfect_csi_lmmse,2,-3.0,0.000203125,9.340122767857145e-06,52,256000,2000,171.04546883981675,0.6681463626555342,85.52273441990837,,0.5053832521662116,6.080795004032552,True,256000,3,Perfect CSI + LMMSE,False,0.000203125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,perfect_csi_lmmse,2,-2.0,2.34375e-05,7.664271763392857e-07,6,256000,2000,166.14139727083966,0.6489898330892174,83.07069863541983,,0.5053832521662116,6.081499861553311,True,256000,3,Perfect CSI + LMMSE,False,2.34375e-05
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,perfect_csi_lmmse,2,-1.0,0.0,0.0,0,256000,2000,153.41576419770718,0.5992803288972937,76.70788209885359,,0.5053832484409213,6.081327965483069,True,256000,3,Perfect CSI + LMMSE,True,
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,upair5g_lmmse,2,-5.0,0.1015625,0.0042739868164062,208,2048,16,3.0158967424649745,1.4726058312817258,188.4935464040609,,0.5053832745179534,6.079851847141981,True,2048,3,UPAIR + LMMSE,False,0.1015625
