source_kind,source,source_mtime,variant,receiver,num_users,ebno_db,bler,ber,block_errors,num_blocks,batches,receiver_elapsed_s,receiver_ms_per_frame,receiver_ms_per_batch,point_time_s,gpu_mem_gib,gpu_peak_gib,has_latency,num_blocks_rank,source_priority,receiver_label,zero_bler_hidden,bler_plot
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,upair5g_lmmse,2,-4.0,0.0183502906976744,0.0005878030263704,101,5504,43,8.284586800262332,1.505193822722081,192.6648093084264,,0.5053832484409213,6.080366569571197,True,5504,3,UPAIR + LMMSE,False,0.0183502906976744
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,upair5g_lmmse,2,-3.0,0.0034568584070796,0.0001251336446152,100,28928,226,43.8858638308011,1.5170721733545731,194.1852381893854,,0.5053832521662116,6.080795004032552,True,28928,3,UPAIR + LMMSE,False,0.0034568584070796
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,upair5g_lmmse,2,-2.0,0.0004347523650528,1.5102792538655695e-05,100,230016,1797,355.6295124194585,1.546107716069571,197.9017876569051,,0.5053832521662116,6.081499861553311,True,230016,3,UPAIR + LMMSE,False,0.0004347523650528
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/csv_rx16/seed7/1dmrs/deep_d96_b6_r2_u2_curves.csv,1779069681.0,deep_d96_b6_r2,upair5g_lmmse,2,-1.0,5.46875e-05,1.6427176339285714e-06,14,256000,2000,358.7612833287567,1.4014112630029558,179.38064166437837,,0.5053832484409213,6.081327965483069,True,256000,3,UPAIR + LMMSE,False,5.46875e-05
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_2dlmmse_lmmse,2,-5.0,0.166015625,0.0081984383719308,340,2048,16,9.849280366208404,4.809218928812697,615.5800228880253,,0.3429515575990081,5.918192969635129,True,2048,3,LS + 2D-LMMSE,False,0.166015625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_2dlmmse_lmmse,2,-4.0,0.0386904761904761,0.0014908355920493,104,2688,21,12.942323138238862,4.814852357975767,616.3011018208982,,0.342951531521976,5.918535414151847,True,2688,3,LS + 2D-LMMSE,False,0.0386904761904761
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_2dlmmse_lmmse,2,-3.0,0.0086710164835164,0.0003814266091051,101,11648,91,54.18788650841452,4.652119377439433,595.4712803122475,,0.3429515352472663,5.918363287113607,True,11648,3,LS + 2D-LMMSE,False,0.0086710164835164
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_2dlmmse_lmmse,2,-2.0,0.0015470297029702,6.593868789780764e-05,100,64640,505,296.5358487183694,4.587497659628239,587.1997004324146,,0.3429515352472663,5.918535417877138,True,64640,3,LS + 2D-LMMSE,False,0.0015470297029702
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_2dlmmse_lmmse,2,-1.0,0.000234375,1.058349609375e-05,60,256000,2000,1180.5685712695122,4.611595981521532,590.2842856347561,,0.342951531521976,5.918709335848689,True,256000,3,LS + 2D-LMMSE,False,0.000234375
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_lmmse,2,-5.0,0.8916015625,0.0607051304408482,1826,2048,16,1.3714982627425345,0.6696768861047531,85.71864142140839,,0.3429515575990081,5.918192969635129,True,2048,3,LS + LMMSE,False,0.8916015625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_lmmse,2,-4.0,0.32861328125,0.0179579598563058,673,2048,16,1.2737925455439836,0.6219690163788982,79.61203409649897,,0.342951531521976,5.918535414151847,True,2048,3,LS + LMMSE,False,0.32861328125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_lmmse,2,-3.0,0.09326171875,0.0050839015415736,191,2048,16,1.259166389238089,0.6148273384951608,78.69789932738058,,0.3429515352472663,5.918363287113607,True,2048,3,LS + LMMSE,False,0.09326171875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_lmmse,2,-2.0,0.0190548780487804,0.0010054000163327,100,5248,41,3.3717172669712454,0.6424766133710452,82.23700651149379,,0.3429515352472663,5.918535417877138,True,5248,3,LS + LMMSE,False,0.0190548780487804
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,baseline_ls_lmmse,2,-1.0,0.0033153886554621,0.0001769799716761,101,30464,238,18.93504901858978,0.621554917889633,79.55902948987303,,0.342951531521976,5.918709335848689,True,30464,3,LS + LMMSE,False,0.0033153886554621
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,perfect_csi_lmmse,2,-5.0,0.01578125,0.0005519670758928,101,6400,50,4.14418928232044,0.6475295753625687,82.8837856464088,,0.3429515575990081,5.918192969635129,True,6400,3,Perfect CSI + LMMSE,False,0.01578125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,perfect_csi_lmmse,2,-4.0,0.0026128762541806,0.0001055240403278,100,38272,299,25.2268826130312,0.659147225465907,84.3708448596361,,0.342951531521976,5.918535414151847,True,38272,3,Perfect CSI + LMMSE,False,0.0026128762541806
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,perfect_csi_lmmse,2,-3.0,0.00018359375,4.604666573660714e-06,47,256000,2000,169.2998845768161,0.6613276741281879,84.64994228840806,,0.3429515352472663,5.918363287113607,True,256000,3,Perfect CSI + LMMSE,False,0.00018359375
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,perfect_csi_lmmse,2,-2.0,4.296875e-05,1.45263671875e-06,11,256000,2000,166.1204479811713,0.6489079999264504,83.06022399058565,,0.3429515352472663,5.918535417877138,True,256000,3,Perfect CSI + LMMSE,False,4.296875e-05
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,perfect_csi_lmmse,2,-1.0,3.90625e-06,1.7438616071428571e-09,1,256000,2000,148.33143923524767,0.5794196845126862,74.16571961762384,,0.342951531521976,5.918709335848689,True,256000,3,Perfect CSI + LMMSE,False,3.90625e-06
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,upair5g_lmmse,2,-5.0,0.109375,0.0048048836844308,224,2048,16,2.3490304776933044,1.1469875379361838,146.81440485583153,,0.3429515575990081,5.918192969635129,True,2048,3,UPAIR + LMMSE,False,0.109375
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,upair5g_lmmse,2,-4.0,0.0223214285714285,0.0009744698660714,100,4480,35,5.414096368011087,1.208503653573903,154.68846765745965,,0.342951531521976,5.918535414151847,True,4480,3,UPAIR + LMMSE,False,0.0223214285714285
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,upair5g_lmmse,2,-3.0,0.0038485221674876,0.0001461579378518,100,25984,203,31.61180434958078,1.2165872979364525,155.72317413586592,,0.3429515352472663,5.918363287113607,True,25984,3,UPAIR + LMMSE,False,0.0038485221674876
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,upair5g_lmmse,2,-2.0,0.0004950887198986,1.83945351399828e-05,100,201984,1578,262.5569850113243,1.2998900160969398,166.3859220604083,,0.3429515352472663,5.918535417877138,True,201984,3,UPAIR + LMMSE,False,0.0004950887198986
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/main_d96_b4_r2_u2/metrics/curves.csv,1779069454.0,main_d96_b4_r2,upair5g_lmmse,2,-1.0,7.8125e-05,3.2339913504464288e-06,20,256000,2000,279.37821297952905,1.0913211444512854,139.68910648976453,,0.342951531521976,5.918709335848689,True,256000,3,UPAIR + LMMSE,False,7.8125e-05
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,2,-5.0,0.17724609375,0.0090526035853794,363,2048,16,9.91040969081223,4.839067231841909,619.4006056757644,,0.3435037350282073,5.918915486894548,True,2048,3,LS + 2D-LMMSE,False,0.17724609375
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,2,-4.0,0.041015625,0.0019491141183035,105,2560,20,12.27255558827892,4.793967026671453,613.627779413946,,0.3435037089511752,5.91917379014194,True,2560,3,LS + 2D-LMMSE,False,0.041015625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,2,-3.0,0.0095274390243902,0.0003348639617813,100,10496,82,48.43852767837234,4.614951188869316,590.7137521752725,,0.3435037126764655,5.919345924630761,True,10496,3,LS + 2D-LMMSE,False,0.0095274390243902
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,2,-2.0,0.0013990469858156,5.048231996422239e-05,101,72192,564,333.7528697389644,4.623128182332729,591.7604073385893,,0.3435037126764655,5.919172841124237,True,72192,3,LS + 2D-LMMSE,False,0.0013990469858156
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_2dlmmse_lmmse,2,-1.0,0.00018359375,8.310372488839286e-06,47,256000,2000,1177.3665208942257,4.599087972243069,588.6832604471128,,0.3435037089511752,5.91983253788203,True,256000,3,LS + 2D-LMMSE,False,0.00018359375
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_lmmse,2,-5.0,0.88720703125,0.0639527457101004,1817,2048,16,1.596540336497128,0.7795607111802383,99.7837710310705,,0.3435037350282073,5.918915486894548,True,2048,3,LS + LMMSE,False,0.88720703125
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_lmmse,2,-4.0,0.35888671875,0.0207686288016183,735,2048,16,1.562458558473736,0.7629192180047539,97.6536599046085,,0.3435037089511752,5.91917379014194,True,2048,3,LS + LMMSE,False,0.35888671875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_lmmse,2,-3.0,0.08447265625,0.0044792175292968,173,2048,16,1.3950776532292366,0.6811902603658382,87.19235332682729,,0.3435037126764655,5.919345924630761,True,2048,3,LS + LMMSE,False,0.08447265625
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_lmmse,2,-2.0,0.0213260135135135,0.0011502888211872,101,4736,37,3.221681280992925,0.6802536488583034,87.07246705386284,,0.3435037126764655,5.919172841124237,True,4736,3,LS + LMMSE,False,0.0213260135135135
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,baseline_ls_lmmse,2,-1.0,0.0034416299559471,0.0001662660650369,100,29056,227,19.443332205992192,0.6691675456357445,85.6534458413753,,0.3435037089511752,5.91983253788203,True,29056,3,LS + LMMSE,False,0.0034416299559471
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,perfect_csi_lmmse,2,-5.0,0.0162760416666666,0.0005755833217075,100,6144,48,4.145238579716533,0.6746807584174045,86.35913707742777,,0.3435037350282073,5.918915486894548,True,6144,3,Perfect CSI + LMMSE,False,0.0162760416666666
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,perfect_csi_lmmse,2,-4.0,0.002297794117647,8.235129989495799e-05,100,43520,340,29.520018715411425,0.6783092535710346,86.82358445709242,,0.3435037089511752,5.91917379014194,True,43520,3,Perfect CSI + LMMSE,False,0.002297794117647
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,perfect_csi_lmmse,2,-3.0,0.00016796875,4.731968470982143e-06,43,256000,2000,178.08510320377536,0.6956449343897475,89.04255160188768,,0.3435037126764655,5.919345924630761,True,256000,3,Perfect CSI + LMMSE,False,0.00016796875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,perfect_csi_lmmse,2,-2.0,1.953125e-05,2.598353794642857e-07,5,256000,2000,172.9562361864373,0.6756102976032707,86.47811809321865,,0.3435037126764655,5.919172841124237,True,256000,3,Perfect CSI + LMMSE,False,1.953125e-05
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,perfect_csi_lmmse,2,-1.0,3.90625e-06,1.1335100446428572e-08,1,256000,2000,160.7393992531579,0.627888278332648,80.36969962657895,,0.3435037089511752,5.91983253788203,True,256000,3,Perfect CSI + LMMSE,False,3.90625e-06
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,upair5g_lmmse,2,-5.0,0.1171875,0.0051262991768973,240,2048,16,2.538096919422969,1.2393051364369967,158.63105746393558,,0.3435037350282073,5.918915486894548,True,2048,3,UPAIR + LMMSE,False,0.1171875
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,upair5g_lmmse,2,-4.0,0.0213260135135135,0.00068802410111,101,4736,37,6.177192959003151,1.3043059457354624,166.9511610541392,,0.3435037089511752,5.91917379014194,True,4736,3,UPAIR + LMMSE,False,0.0213260135135135
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,upair5g_lmmse,2,-3.0,0.0028001792114695,0.0001069693460381,100,35712,279,47.38615308701992,1.3268972078578607,169.84284260580617,,0.3435037126764655,5.919345924630761,True,35712,3,UPAIR + LMMSE,False,0.0028001792114695
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,upair5g_lmmse,2,-2.0,0.0004539511911679,1.4607500830082178e-05,100,220288,1721,483.1826414745301,2.193413356490277,280.75690963075544,,0.3435037126764655,5.919172841124237,True,220288,3,UPAIR + LMMSE,False,0.0004539511911679
csv,/home/rsadve1/scratch/Extended_UPAIR_Narval_b32m16/TWC_plots_comprehensive/eval_runs_rx16/seed7/1dmrs/mlpwide_d96_b4_r4_u2/metrics/curves.csv,1779068990.0,mlpwide_d96_b4_r4,upair5g_lmmse,2,-1.0,5.078125e-05,2.2862025669642856e-06,13,256000,2000,316.67427528696135,1.2370088878396928,158.33713764348067,,0.3435037089511752,5.91983253788203,True,256000,3,UPAIR + LMMSE,False,5.078125e-05
