scenario,variant,metric_used,metric_label,training_complete,latest_step_state,total_steps_state,best_weights_exists,state_best_val,first_step_metric,last_step_metric,best_step_metric,best_metric,last_metric,last_minus_best,best_within_last_5k_steps,tail_improvement,tail_slope_per_1000_steps,continue_training_hint
U2,main_d96_b4_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.03306618961505592,1000,20000,19000,0.03306618961505592,0.03630923543823883,0.0032430458231829107,True,0.00040338628847772645,-0.000322798628032959,continue_promising
U2,shallow_d96_b2_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.03681142255663872,1000,20000,14000,0.03681142120816124,0.04038001466930533,0.00356859346114409,False,-0.0020780313158563005,0.0002602601784192735,likely_plateau_or_noisy
U2,deep_d96_b6_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.03193441157054622,1000,20000,14000,0.03193441157054622,0.03523342222130547,0.00329901065075925,False,-0.0004146268571882175,0.0003844686029922391,likely_plateau_or_noisy
U2,narrow_d64_b4_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.04741261408586676,1000,20000,15000,0.04741261408586676,0.05000758899647432,0.0025949749106075615,True,-0.0025949749106075615,0.000637864383558435,maybe_continue_best_recent
U2,wide_d128_b4_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.026577678038544644,1000,20000,14000,0.026577678038544644,0.02835620524031886,0.0017785272017742174,False,0.0002622266038088128,-9.947332755906215e-05,likely_plateau_or_noisy
U2,wide_deep_d128_b6_r2,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.025611696915196564,1000,20000,20000,0.025611696915196564,0.025611696915196564,0.0,True,0.0019025446914990134,-0.0003237511169919263,continue_promising
U2,mlpwide_d96_b4_r4,val_nmse_prop,Validation NMSE,True,20000,20000,True,0.03275969598810965,1000,20000,15000,0.03275969598810965,0.0369690872321371,0.004209391244027451,True,-0.004209391244027451,0.00040695240022614555,maybe_continue_best_recent
